Num. Data,Num. Parameters (Num Features),repeat_idx,Train MSE,Test MSE
15,17,11,1.096497984761454e-28,9.682298480791808
15,17,12,3.700580694986558e-25,1107.886318856808
15,17,13,5.4728307030359794e-27,247.48075704971478
15,17,14,1.9590395048285042e-28,144.0835580205212
15,17,15,8.010620566046938e-29,105.60366376919757
15,17,16,3.55889257685491e-25,394601.7923970858
15,17,17,5.753918573477676e-28,21.84207182757207
15,17,18,5.678240609427925e-24,203181.89613895738
15,17,19,4.7019436995151234e-30,20.652880819502183
15,17,20,4.022425446666432e-28,294.5265810266769
15,17,21,3.6605114051003267e-25,7.43407608290503
15,17,22,4.657319742209509e-29,88.91540588866424
15,17,23,1.5922455419211619e-25,666022.2797333017
15,17,24,9.074319620799206e-28,92.24920092360281
15,17,25,1.013862570571928e-25,1.6084909161386438
15,17,26,1.1986182691519265e-25,1654303.8096940327
15,17,27,1.4519937721426341e-25,106200.2587091568
15,17,28,4.158079120840927e-21,67897.69188935617
15,17,29,6.548542682822404e-27,138.91688253217902
15,18,0,9.754126505998633e-22,229195.79896692847
15,18,1,6.509363823791591e-28,26.90974667644818
15,18,2,4.2177311114256485e-28,3392.645324695581
15,18,3,2.735950399930582e-30,9.806332597226195
15,18,4,9.700518560735681e-24,14.556017805132717
15,18,5,5.212439517753316e-30,17.75865110970048
15,18,6,7.285459151759887e-30,3.4641827637102676
15,18,7,2.5167128066879092e-29,28.228649488109628
15,18,8,3.032636056003547e-29,56.34715006557544
15,18,9,1.7797620766364127e-22,1348271.3990782558
15,18,10,3.541889322019519e-26,6099.029832336754
15,18,11,3.720056433519068e-27,1754.3242857755292
15,18,12,1.8578070802732713e-27,9.848959955324798
15,18,13,3.116631507224159e-22,11287.076931071892
15,18,14,2.2807617365971846e-28,4.5029469205649
15,18,15,7.278014276966862e-27,5116.204609489854
15,18,16,1.3328975959115182e-28,395.1875799760182
15,18,17,1.3130191228300584e-26,72.64468359182277
15,18,18,1.4092148810737956e-28,2.333233111817376
15,18,19,3.546361177275991e-29,153.59854110608495
15,18,20,2.2757939477034763e-24,32159.52344671268
15,18,21,3.565486945577052e-30,5.456244007504525
15,18,22,1.731983964717159e-21,415195.5665560256
15,18,23,1.2650740469899772e-29,19.744209704237957
15,18,24,1.9003574568572885e-26,1878.015827125862
15,18,25,1.9821979136424534e-29,12.067687965351556
15,18,26,1.0187410589410389e-28,388.6612707533789
15,18,27,1.9965521527679294e-20,709356.8843840548
15,18,28,1.9024531151558146e-28,1474.8539098387487
15,18,29,3.7338651971459296e-27,2207.5337661320327
15,19,0,1.1532493586193714e-24,2976596.894728975
15,19,1,3.949865034062639e-25,684.8256106031388
15,19,2,4.4816236889313155e-22,4000.526847784154
15,19,3,6.086811712505121e-28,3.786135812194588
15,19,4,3.5712191209663975e-24,23900.48185440425
15,19,5,6.774172514587696e-28,779.0408655734676
15,19,6,3.878972740209753e-24,39066.83439840915
15,19,7,2.933251086167234e-27,62.54140806776504
15,19,8,2.177810766233976e-29,104.36060464548414
15,19,9,7.795599590984974e-27,1954.7179236475192
15,19,10,3.1296870414699024e-22,12658.735845963538
15,19,11,1.1488300513599487e-28,164.6274518174261
15,19,12,1.2364162094174952e-29,1.458519199508231
15,19,13,2.339944255183005e-25,54170.98174755514
15,19,14,2.245422015710827e-21,252204.76428901864
15,19,15,1.594921648798698e-29,32.98475565039436
15,19,16,1.5360542801445136e-26,12689.381647487951
15,19,17,2.604473582393747e-29,62.94352100871282
15,19,18,5.491478519722508e-29,176.84966125077779
15,19,19,2.9537313430228367e-25,136763.11957438683
15,19,20,5.213045019034475e-24,82461.13015489384
15,19,21,1.170903776429219e-29,7.176556949695994
15,19,22,3.494583440449416e-24,2976.9665911008174
15,19,23,2.8598262139535693e-30,3.0440836872395396
15,19,24,1.2968725883995024e-27,5.14754510197902
15,19,25,3.760797401488241e-27,2641.477389474905
15,19,26,2.615661225215924e-22,365747.2897763249
15,19,27,1.782164358493782e-27,1107.5489949632172
15,19,28,5.001090533562853e-29,103.89704732898564
15,19,29,1.97052252560289e-23,547.1320831259609
15,20,0,3.865448300727156e-21,2345.7882184361783
